# trNo, usertype, content, trtype, regdate, tmpNo
'285540', '문비서', '이런식으로 수국이나 장미를 메인으로 (그날 그날에 따라 꽃시장의 수급가능한 꽃에 따라 메인이 틀려질 수 있습니다) 하고 천일홍을 곁들여서 8만원이면 사진보다 좀더 풍성하게 가능하다고 합니다.', '꽃/케익배달', '2016-10-04 13:15:00', '285540'
'285540', '문비서', '위의 이미지에 천일홍을 더 배합하여 80,000원 꽃다발도 가능하다고 합니다~', '꽃/케익배달', '2016-10-04 13:17:00', '285540'
'285540', '문비서', '참고하시도록 꽃바구니+케잌 세트도 안내해 드립니다<br>가격은 69,000원입니다', '꽃/케익배달', '2016-10-04 13:25:00', '285540'
'285540', '문비서', '8만원 꽃다발일 경우 위의 이미지보다 더 풍성해 진다고 합니다<br><br>이상 안내해 드렸습니다<br>결정되시면 말씀해 주세요', '꽃/케익배달', '2016-10-04 13:34:00', '285540'
'285540', '유저', '바구니로 해주시고 80,000원으로 확정해주세요', '꽃/케익배달', '2016-10-04 13:57:00', '285540'
'285540', '문비서', '제일 위의 바구니 말씀이신지요?', '꽃/케익배달', '2016-10-04 13:58:00', '285540'
'285540', '유저', '네^^', '꽃/케익배달', '2016-10-04 13:58:00', '285540'
'285540', '문비서', '네 알겠습니다~', '꽃/케익배달', '2016-10-04 13:59:00', '285540'
'285540', '문비서', '받으시는 분 연락처와 카드메시지 말씀부탁드려요~', '꽃/케익배달', '2016-10-04 13:59:00', '285540'
'285540', '유저', '박아름 010-4749-8225', '꽃/케익배달', '2016-10-04 13:59:00', '285540'
'285540', '유저', '사랑합니다. 더 사랑하겠습니다. -길웅-', '꽃/케익배달', '2016-10-04 14:02:00', '285540'
'285540', '유저', 'ㅋㅋ 메세지 적으려니까 낯뜨겁군요', '꽃/케익배달', '2016-10-04 14:02:00', '285540'
'285540', '문비서', '●일시: 10월7일(금요일) 오전중 <br>●주소: 경기 의정부시 호암로 256 (호원동, 신일유토빌아파트) 110동 304호<br>●받으시는 분: 박아름님 010-4749-8225<br>●카드 메시지: 사랑합니다. 더 사랑하겠습니다. -길웅-<br><br>위와 같이 천일홍 꽃바구니(다른 꽃과 섞어서 풍성하게) 주문 요청하도록 하겠습니다.<br><br>8만원은 등록하신 카드로 진행할께요. (미소)~~', '꽃/케익배달', '2016-10-04 14:03:00', '285540'
'285540', '유저', '넵', '꽃/케익배달', '2016-10-04 14:03:00', '285540'
'285540', '유저', '늘 깔끔한 업무처리 김사드려요^^', '꽃/케익배달', '2016-10-04 14:03:00', '285540'
'285540', '문비서', '칭찬 감사합니다. 편안한 화요일 되세요~~', '꽃/케익배달', '2016-10-04 14:04:00', '285540'
'285540', '유저', '카드번호바뀌어서 결제안돨거에요', '꽃/케익배달', '2016-10-04 14:07:00', '285540'
'285540', '유저', '제가 다시 입력할께요', '꽃/케익배달', '2016-10-04 14:07:00', '285540'
'285540', '문비서', '네 맞습니다 (흑흑)', '꽃/케익배달', '2016-10-04 14:07:00', '285540'
'285540', '문비서', '넵 !!결제가능한 카드 입력 부탁드립니다 ~', '꽃/케익배달', '2016-10-04 14:08:00', '285540'
'285540', '문비서', '10월회비도 이전에 등록하신 카드에서 출금이 되지 않아, 현재 미납상태입니다 (흑흑)<br>10월 회비도 새롭게 카드 등록해주시면 출금하겠습니다 (방긋)', '꽃/케익배달', '2016-10-04 14:10:00', '285540'
'285540', '유저', '등록했어요^^', '꽃/케익배달', '2016-10-04 14:10:00', '285540'
'285540', '유저', '같이 결제부탁해요', '꽃/케익배달', '2016-10-04 14:10:00', '285540'
'285540', '문비서', '넵. 감사합니다~', '꽃/케익배달', '2016-10-04 14:10:00', '285540'
'285540', '유저', '결제되었나요?', '꽃/케익배달', '2016-10-04 14:14:00', '285540'
'285540', '문비서', '넵. 결제 완료되었습니다^^', '꽃/케익배달', '2016-10-04 14:15:00', '285540'
'285541', '문비서', '더케이트타워 2건 배송완료되었습니다.', '꽃/케익배달', '2016-10-04 12:32:00', '285541'
'285541', '유저', '넵 감사합니다~', '꽃/케익배달', '2016-10-04 13:05:00', '285541'
'285541', '문비서', '고맙습니다.~~', '꽃/케익배달', '2016-10-04 13:16:00', '285541'
'285541', '유저', '이번주 토요일 예식 축하 화환 신청 미리 드려요~', '꽃/케익배달', '2016-10-04 14:14:00', '285541'
'285541', '유저', '신청종류 : 축하 화환 일반<br>일시 : 2016.10.08 (토) 오후 12시 (1시 예식)<br>수령인 : 임광호 부회장님<br>받는 장소: 성도교회 본당 (2층) - 서울특별시 중구 회현동 1가 191-8 (02-777-0691)<br>보내는 사람 : (주)인텍앤컴퍼니 대표이사 조덕현', '꽃/케익배달', '2016-10-04 14:14:00', '285541'
'285541', '유저', '1시 예식이지만, 일찍 가서 미리 전달 부탁드릴게요~', '꽃/케익배달', '2016-10-04 14:14:00', '285541'
'285541', '문비서', '넵. 주문진행하겠습니다.', '꽃/케익배달', '2016-10-04 14:15:00', '285541'
'285541', '유저', '네~', '꽃/케익배달', '2016-10-04 14:15:00', '285541'
'285541', '문비서', '♤받으시는 분<br><br> ●일시: 2016년 10월08일 (토) 오후 13시 <br> ●주소(장소):  서울특별시 중구 회현동 1가 191-8 /  성도교회 본당 (2층) <br> ●연락처: 02-777-0691<br> ●받는 분: 임광호 부회장님<br> ●리본문구 좌측: (주)인텍앤컴퍼니 대표이사 조덕현<br> -리본문구 우측: 祝 結婚 <br><br>위와 같이 축하화환 주문 요청했습니다. (1시 예식이지만, 일찍 미리 전달 부탁드립니다라고 요청 드렸습니다.)', '꽃/케익배달', '2016-10-04 14:32:00', '285541'
'285541', '유저', '넵 감사합니다~', '꽃/케익배달', '2016-10-04 14:35:00', '285541'
'285541', '문비서', '고맙습니다.', '꽃/케익배달', '2016-10-04 14:49:00', '285541'
'285552', '유저', '5만짜리 꽃다발 이미지좀 보내줘바용', '꽃/케익배달', '2016-10-04 14:29:00', '285552'
'285552', '유저', 'ㄴㄴㄴ꽃다발 취소', '꽃/케익배달', '2016-10-04 14:31:00', '285552'
'285552', '문비서', '네, 알겠습니다.', '꽃/케익배달', '2016-10-04 14:31:00', '285552'
'285552', '유저', '경기도 파주시  아동동 팜스프링 아파트  상가 1층 글로리아   로', '꽃/케익배달', '2016-10-04 14:31:00', '285552'
'285552', '유저', '5 만짜리  화분', '꽃/케익배달', '2016-10-04 14:32:00', '285552'
'285552', '유저', '이거 보내줘요', '꽃/케익배달', '2016-10-04 14:32:00', '285552'
'285552', '유저', '리본은 대박 나세요 최여사님  반대쪽은 도련님이ㅋㅋ', '꽃/케익배달', '2016-10-04 14:33:00', '285552'
'285552', '유저', '가상계좌 하나 줘바요  입금시키게', '꽃/케익배달', '2016-10-04 14:34:00', '285552'
'285552', '문비서', '네 잠시만 기다려주세요~', '꽃/케익배달', '2016-10-04 14:35:00', '285552'
'285552', '유저', '화분 보내기전에  이미지 한번 보내주고  빠른 처리 부탁', '꽃/케익배달', '2016-10-04 14:36:00', '285552'
'285552', '문비서', '위의 이미지의 화분은 6만원이어서<br>5만원 화분으로 주문해 드릴 경우 이미지보다 화분이나 스투키 크기는 작아질 수 있음을 양해 부탁드립니다^^<br><br>국민은행 786101-00-028152 (주)텍스트팩토리<br>신한은행 140-010-927533 (주)텍스트팩토리<br>우리은행 1005-002-832850 (주)텍스트팩토리<br>하나은행 115-910030-48104 (주)텍스트팩토리', '꽃/케익배달', '2016-10-04 14:37:00', '285552'
'285552', '문비서', '위 계좌중 한 곳으로 50,000원 입금후 말씀 부탁드립니다', '꽃/케익배달', '2016-10-04 14:37:00', '285552'
'285552', '유저', '우리은행', '꽃/케익배달', '2016-10-04 14:38:00', '285552'
'285552', '문비서', '화분은 주문/결제가 되야 제작을 시작하기 때문에<br>배송된 후에 이미지를 받아볼 수 있습니다<br><br>괜찮으신지요?', '꽃/케익배달', '2016-10-04 14:39:00', '285552'
'285552', '문비서', '그리고, 받으시는분 성함과 연락처도 함께 확인 부탁드립니다.', '꽃/케익배달', '2016-10-04 14:40:00', '285552'
'285552', '유저', '우리 은행 송금완료', '꽃/케익배달', '2016-10-04 14:40:00', '285552'
'285552', '유저', '최형미', '꽃/케익배달', '2016-10-04 14:41:00', '285552'
'285552', '유저', '최현미', '꽃/케익배달', '2016-10-04 14:41:00', '285552'
'285552', '유저', '010-51328522', '꽃/케익배달', '2016-10-04 14:41:00', '285552'
'285552', '문비서', '확인 감사합니다.', '꽃/케익배달', '2016-10-04 14:42:00', '285552'
'285552', '유저', '인증샷 요청', '꽃/케익배달', '2016-10-04 14:43:00', '285552'
'285552', '문비서', '아래 정보로 신청 하겠습니다.<br>수정하실 사항 있으시면 말씀 부탁드립니다.<br><br>♤받는분<br>주소 : 경기도 파주시 아동동 팜스프링 아파트 상가 1층 글로리아 <br>성함 : 최현미님<br>연락처 :010-5132-8522<br><br>리본문구 <br>좌측 : 대박 나세요 최여사님<br>우측 : 도련님이', '꽃/케익배달', '2016-10-04 14:43:00', '285552'
'285552', '유저', 'Ok', '꽃/케익배달', '2016-10-04 14:44:00', '285552'
'285552', '문비서', '꽃집에 화분 배송 전 사진 전달 요청 하겠습니다.', '꽃/케익배달', '2016-10-04 14:45:00', '285552'
'285552', '문비서', '지점장님, 우리은행으로 입금 시 기재해 주신 성함 확인 부탁드립니다~', '꽃/케익배달', '2016-10-04 15:33:00', '285552'
'285552', '유저', '최창용', '꽃/케익배달', '2016-10-04 15:34:00', '285552'
'285552', '문비서', '확인 감사합니다.', '꽃/케익배달', '2016-10-04 15:34:00', '285552'
'285552', '유저', '아직도 안보냇어요?', '꽃/케익배달', '2016-10-04 15:34:00', '285552'
'285552', '유저', '?', '꽃/케익배달', '2016-10-04 15:36:00', '285552'
'285552', '문비서', '화분 배송의 경우, 최소 3시간이 소요됩니다.', '꽃/케익배달', '2016-10-04 15:36:00', '285552'
'285552', '문비서', '양해 부탁드립니다.', '꽃/케익배달', '2016-10-04 15:36:00', '285552'
'285552', '유저', '빠른처리  인증샷 요청', '꽃/케익배달', '2016-10-04 15:38:00', '285552'
'285552', '문비서', '업체에 배송 전 화분 사진 요청 하였습니다.<br>사진 받는대로 안내드리겠습니다.', '꽃/케익배달', '2016-10-04 15:38:00', '285552'
'285552', '유저', '아직 인가요?', '꽃/케익배달', '2016-10-04 16:13:00', '285552'
'285552', '유저', '제가  알기론 이미도착  한지 30 분이 넘은거 갓은대', '꽃/케익배달', '2016-10-04 16:13:00', '285552'
'285552', '문비서', '확인 후 안내해드리겠습니다.', '꽃/케익배달', '2016-10-04 16:14:00', '285552'
'285552', '유저', '보고가 괭장히 늦네요', '꽃/케익배달', '2016-10-04 16:14:00', '285552'
'285552', '유저', '업체에 배송 전 화분 사진 요청 하였습니다.<br>사진 받는대로 안내드리겠습니다.', '꽃/케익배달', '2016-10-04 16:17:00', '285552'
'285552', '유저', '이랫는디  배송은 이미끝?', '꽃/케익배달', '2016-10-04 16:17:00', '285552'
'285552', '문비서', '화환업체에 전화하여 문의 중입니다. 잠시만 기다려주세요', '꽃/케익배달', '2016-10-04 16:24:00', '285552'
'285552', '유저', '배송은 이미 완료 되었고 화분은 이쁘게 잘갓어요...감사합니다', '꽃/케익배달', '2016-10-04 16:26:00', '285552'
'285552', '유저', '근대 보고가 늦게 오니까  확인이 안되잔아요...그쪽에서 먼져오니까 어떤 상품이 가는지  물건은 하자 없이가는지 알수가 없으니까', '꽃/케익배달', '2016-10-04 16:27:00', '285552'
'285552', '유저', '배송전 이미지 를 원하는것입니다', '꽃/케익배달', '2016-10-04 16:27:00', '285552'
'285552', '유저', '받는분 한테  잘받앗다고 연락 이 오니 ... 전 아직 보지도 못했는디', '꽃/케익배달', '2016-10-04 16:28:00', '285552'
'285552', '유저', '뭔말인지 알죠?', '꽃/케익배달', '2016-10-04 16:28:00', '285552'
'285552', '유저', '봣어요', '꽃/케익배달', '2016-10-04 16:28:00', '285552'
'285552', '문비서', '지점장님 죄송합니다.<br>화환업체에서 사진과 동시에 배송을 완료하여 이제 확인하였습니다.', '꽃/케익배달', '2016-10-04 16:29:00', '285552'
'285552', '문비서', '화환업체에서 빨리 배송하려다 보니 배송완료후 사진을 드렸다고 정말 죄송하다고 합니다.', '꽃/케익배달', '2016-10-04 16:29:00', '285552'
'285552', '유저', '담부턴 먼져  보여줘요 그래야 맘에 안들면 바꿀거 아녀요', '꽃/케익배달', '2016-10-04 16:30:00', '285552'
'285552', '문비서', '네 알겠습니다. 다음부터는 화환 이미지 확인 후 진행 해 드리겠습니다.', '꽃/케익배달', '2016-10-04 16:30:00', '285552'
'285552', '문비서', '다시 한 번 불편 드려 죄송합니다.<br>화환업체에서 대신 신경써서 좋은걸로 보냈다고 합니다.', '꽃/케익배달', '2016-10-04 16:31:00', '285552'
'285558', '유저', '안녕하세요~', '꽃/케익배달', '2016-10-04 16:24:00', '285558'
'285558', '유저', '10/15일 화환 부탁드릴려고요~ 신부 송미경씨입니다.', '꽃/케익배달', '2016-10-04 16:24:00', '285558'
'285558', '문비서', '안녕하세요, 고객님<br>네, 신청하겠습니다.', '꽃/케익배달', '2016-10-04 16:25:00', '285558'
'285558', '유저', '넵^ ^', '꽃/케익배달', '2016-10-04 16:25:00', '285558'
'285558', '문비서', '기다려 주셔서 감사합니다.<br><br>●일시 : 10월15일(토) 15:00 <br>●주소(장소) : 서울 구로구 구로중앙로 134 신구로자이 리치몰(구 나인스에비뉴) 구로명품웨딩 프로포즈 1층 더드림홀 <br>●연락처 : 02-6275-7000 <br>●받는 분 : 신부 송미경님 <br>●리본문구 <br>좌측 : (주)하멕스 대표이사 함영주<br>우측 : 祝 結婚 <br><br>위와 같이 신청해드렸습니다.<br>변경하실 사항 있으시면 말씀 부탁드립니다.', '꽃/케익배달', '2016-10-04 16:32:00', '285558'
'285558', '유저', '넵 감사드립니당.', '꽃/케익배달', '2016-10-04 17:42:00', '285558'
'285558', '문비서', '감사합니다. 즐거운 화요일되세요~~', '꽃/케익배달', '2016-10-04 17:42:00', '285558'
'285569', '문비서', '기다려주셔서 감사합니다.<br>산세베리아 화분 6만원~7만원대 화분이 있다고 합니다.<br><br>이런 모습으로 배송 된다고 합니다.<br>참고 부탁 드립니다.', '꽃/케익배달', '2016-10-04 17:20:00', '285569'
'285569', '유저', '사이즈가 다양하게 있나요', '꽃/케익배달', '2016-10-04 17:28:00', '285569'
'285569', '유저', '너무 크지 않았으면 해서요', '꽃/케익배달', '2016-10-04 17:28:00', '285569'
'285569', '문비서', '대략적인 크기 문의 해 보겠습니다~', '꽃/케익배달', '2016-10-04 17:29:00', '285569'
'285569', '유저', '음 혹시 대나무 야자도 있는지 물어봐주세요', '꽃/케익배달', '2016-10-04 17:30:00', '285569'
'285569', '문비서', '네. 알겠습니다.', '꽃/케익배달', '2016-10-04 17:30:00', '285569'
'285569', '문비서', '산세베리아 6만원 화분 주문 시, 크기는 화분포함 높이 80cm~1m 를 넘지않는 사이즈라고 합니다.<br><br>대나무 야자는 분당구 쪽 화원에 문의 해 봐야 알 수 있다고 하여 문의를 부탁드렸습니다. <br>답변오는대로 안내드리겠습니다.', '꽃/케익배달', '2016-10-04 17:41:00', '285569'
'285569', '문비서', '기다려주셔서 감사합니다.<br>문의주신 대나무야자의 경우, 요즘 잘 나오지 않아서 보유하고 있는 화원이 없다고 안내받았습니다.<br>현재는 산세베리아 주문 가능하다고 합니다.<br><br>참고 부탁드립니다.', '꽃/케익배달', '2016-10-04 17:55:00', '285569'
'285569', '유저', '산세베리아 사이즈 좀 크네요 생각보다', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '문비서', '더 작은 게 있는지 확인 해 드릴까요?', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '유저', '일단 보류해 주시구요 대나무 야자 연락오면 알랴주세요', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '유저', '침대 옆에 놓을 수 있는', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '문비서', '문의주신 대나무야자의 경우, 요즘 잘 나오지 않아서 보유하고 있는 화원이 없다고 안내받았습니다.', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '유저', '30에서 50센티 정도', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '문비서', '주문이 어렵다고 합니다.', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '유저', '아 그래요..', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '문비서', '산세베리아 30~50cm 있는지 확인 해 보겠습니다.', '꽃/케익배달', '2016-10-04 18:00:00', '285569'
'285569', '유저', '네네', '꽃/케익배달', '2016-10-04 18:01:00', '285569'
'285569', '유저', '감사합니당', '꽃/케익배달', '2016-10-04 18:01:00', '285569'
'285569', '문비서', '네.^^', '꽃/케익배달', '2016-10-04 18:01:00', '285569'
'285569', '문비서', '30~50cm 산세베리아 있다고 합니다.<br>금액은 5만원 이라고 안내 받았습니다.', '꽃/케익배달', '2016-10-04 18:04:00', '285569'
'285569', '유저', '아 네 그럼 그걸로 주문 부탁드립니다', '꽃/케익배달', '2016-10-04 18:45:00', '285569'
'285569', '유저', '입금은 토스해 드리겠습니다', '꽃/케익배달', '2016-10-04 18:45:00', '285569'
'285569', '문비서', '네. 알겠습니다.<br>오늘 주문 시, 내일 중으로 배송 가능 한 점 참고 부탁드립니다~', '꽃/케익배달', '2016-10-04 18:46:00', '285569'
'285569', '유저', '네네', '꽃/케익배달', '2016-10-04 18:46:00', '285569'
'285569', '문비서', '받으시는 분의 성함과 주소 확인 부탁드립니다.<br>리본 문구는 필요없으신지요?', '꽃/케익배달', '2016-10-04 18:47:00', '285569'
'285569', '유저', '네네 필요합니다', '꽃/케익배달', '2016-10-04 18:47:00', '285569'
'285569', '유저', '김종호', '꽃/케익배달', '2016-10-04 18:47:00', '285569'
'285569', '유저', '문구는 \\\"건강과 행복이 이 집에 깃들기를 기원합니다.\\\"', '꽃/케익배달', '2016-10-04 18:48:00', '285569'
'285569', '유저', '주소는 아까 불러드렸구요', '꽃/케익배달', '2016-10-04 18:48:00', '285569'
'285569', '문비서', '연락처 확인 부탁드립니다.<br>리본은 좌, 우측 모두 작성 가능합니다.<br><br>우측에는 용호님 성명 기재 해 드릴까요?', '꽃/케익배달', '2016-10-04 18:49:00', '285569'
'285569', '유저', '01088779930', '꽃/케익배달', '2016-10-04 18:50:00', '285569'
'285569', '유저', '좌측에 문구 우측에 형 내외 라고 써 주세요', '꽃/케익배달', '2016-10-04 18:50:00', '285569'
'285569', '문비서', '산세베리아 <br><br>♤받는분<br>주소: 경기도 분당구 이매동 풍림 아파트 509동 901호<br>성명: 김종호님<br>연락처: 010-8877-9930<br><br>리본 문구<br>좌측: 건강과 행복이 이 집에 깃들기를 기원합니다.<br>우측: 형 내외<br><br>위의 정보로 신청하겠습니다.<br>수정하실 사항 있으시면 말씀 부탁드립니다.', '꽃/케익배달', '2016-10-04 18:50:00', '285569'
'285569', '유저', '네 그냥', '꽃/케익배달', '2016-10-04 18:51:00', '285569'
'285569', '유저', '감사합니다', '꽃/케익배달', '2016-10-04 18:51:00', '285569'
'285569', '유저', '그냥은 오타입니다', '꽃/케익배달', '2016-10-04 18:51:00', '285569'
'285569', '문비서', '네. 알겠습니다.^^', '꽃/케익배달', '2016-10-04 18:51:00', '285569'
'285569', '문비서', '입금 확인 후 화분 요청하겠습니다.<br>결제 금액은 아래 문비서 계좌 중 하나로 입금해주시면 됩니다. <br><br>국민은행 786101-00-028152 (주)텍스트팩토리<br>신한은행 140-010-927533 (주)텍스트팩토리<br>우리은행 1005-002-832850 (주)텍스트팩토리<br>하나은행 115-910030-48104 (주)텍스트팩토리', '꽃/케익배달', '2016-10-04 18:51:00', '285569'
'285569', '문비서', '배송 시간 지정없이 내일 중으로만 배송 도와드리면 될까요?', '꽃/케익배달', '2016-10-04 18:52:00', '285569'
'285569', '문비서', '용호님. 문비서 업무시간이 저녁8시까지 입니다.<br>잘 아시다시피 문비서는 선결제방식이라 결제를 기다리고 있습니다.<br><br>가능하시면 8시 안에 입금 부탁드립니다.', '꽃/케익배달', '2016-10-04 19:42:00', '285569'
'285569', '문비서', '8시 이후 입금해주시면, 내일 오전 중에 확인 후 화분 신청을 도와드리겠습니다.', '꽃/케익배달', '2016-10-04 19:43:00', '285569'
'285583', '문비서', '안녕하세요 용호님<br><br>국민은행 786101-00-028152 (주)텍스트팩토리<br>신한은행 140-010-927533 (주)텍스트팩토리<br>우리은행 1005-002-832850 (주)텍스트팩토리<br>하나은행 115-910030-48104 (주)텍스트팩토리<br><br>위 계좌중 한 곳으로 5만원 입금후 말씀 부탁드립니다~', '꽃/케익배달', '2016-10-05 08:02:00', '285583'
'285583', '유저', '보냈습니다', '꽃/케익배달', '2016-10-05 09:03:00', '285583'
'285583', '문비서', '네 입금 확인되셨습니다', '꽃/케익배달', '2016-10-05 09:04:00', '285583'
'285583', '문비서', '산세베리아 주문해 드렸습니다~~', '꽃/케익배달', '2016-10-05 09:07:00', '285583'
'285583', '유저', '네 감사합니다', '꽃/케익배달', '2016-10-05 09:07:00', '285583'
'285583', '문비서', '고맙습니다(미소)<br>좋은 하루 보내세요~~', '꽃/케익배달', '2016-10-05 09:07:00', '285583'
'285583', '유저', '배송 완료되면 알려주세요', '꽃/케익배달', '2016-10-05 09:07:00', '285583'
'285583', '문비서', '네 알겠습니다~~', '꽃/케익배달', '2016-10-05 09:07:00', '285583'
'285585', '문비서', '안녕하세요 사장님<br>화분 구매/배송 도와 드릴까요?', '꽃/케익배달', '2016-10-05 08:05:00', '285585'
'285585', '유저', 'ㅁ문구는 -&lt;레벨업 달성!!! 만렙 축하드립니다. 이진수올림&gt;', '꽃/케익배달', '2016-10-05 08:31:00', '285585'
'285585', '문비서', '넵, 알겠습니다~', '꽃/케익배달', '2016-10-05 08:32:00', '285585'
'285585', '유저', '레벨업 축하드립니다. 만렙 입니다. 이진수올림', '꽃/케익배달', '2016-10-05 08:37:00', '285585'
'285585', '유저', '이걸로해주세요', '꽃/케익배달', '2016-10-05 08:37:00', '285585'
'285585', '문비서', '넵, 알겠습니다. 현재 업체쪽에 숯분재 문의중입니다~', '꽃/케익배달', '2016-10-05 08:38:00', '285585'
'285585', '유저', '레벨업 축하드립니다. 만렙!!!! 이진수올림', '꽃/케익배달', '2016-10-05 08:38:00', '285585'
'285585', '유저', '죄송합니다^^ 이것으로요', '꽃/케익배달', '2016-10-05 08:38:00', '285585'
'285585', '문비서', '넵~(미소)', '꽃/케익배달', '2016-10-05 08:39:00', '285585'
'285585', '유저', '이진수올림을 (부부2호 올림)으로 바꾸어주세요', '꽃/케익배달', '2016-10-05 08:42:00', '285585'
'285585', '유저', 'ㅜㅜ 죄송합니다...', '꽃/케익배달', '2016-10-05 08:43:00', '285585'
'285585', '문비서', '괜찮습니다. (미소)<br><br>아직 주문 전이라 변경사항이 있으시면 말씀해주세요~', '꽃/케익배달', '2016-10-05 08:44:00', '285585'
'285585', '문비서', '아래 첫번째 숯분재는 10만원이며 두번째 숯분재는 10만원 조금 넘는다고 합니다~<br><br>원하시는게 있으신지요?', '꽃/케익배달', '2016-10-05 08:51:00', '285585'
'285585', '유저', '2번째입니다. 혹시 현금영수증가능한가요??', '꽃/케익배달', '2016-10-05 08:52:00', '285585'
'285585', '문비서', '개인현금영수이신지요?', '꽃/케익배달', '2016-10-05 08:53:00', '285585'
'285585', '유저', '사업자 218-18-07593 이화빌딩<br>혹시 가능하면 부탁드립니다^^', '꽃/케익배달', '2016-10-05 08:53:00', '285585'
'285585', '문비서', '사업자지출증빙으로 발행해드리겠습니다~', '꽃/케익배달', '2016-10-05 08:54:00', '285585'
'285585', '유저', '감사합니다. 저장부탁드립니다', '꽃/케익배달', '2016-10-05 08:55:00', '285585'
'285585', '문비서', '넵, 알겠습니다.', '꽃/케익배달', '2016-10-05 08:56:00', '285585'
'285585', '문비서', '2번째 숯분재 정확한 금액 확인 후 안내해드리겠습니다.', '꽃/케익배달', '2016-10-05 08:56:00', '285585'
'285585', '문비서', '받으시는 분 세아빌딩 이 외 상세주소와 연락처 확인 가능하신지요?', '꽃/케익배달', '2016-10-05 08:57:00', '285585'
'285585', '유저', '대표 이용범 경기도 평택시 안중읍 송담리 254번지 이화빌딩', '꽃/케익배달', '2016-10-05 08:58:00', '285585'
'285585', '유저', '010 8872 1001', '꽃/케익배달', '2016-10-05 08:58:00', '285585'
'285585', '유저', '아닙니다', '꽃/케익배달', '2016-10-05 08:58:00', '285585'
'285585', '유저', '상세주소는 사진에 영어로 되어있습니다', '꽃/케익배달', '2016-10-05 08:59:00', '285585'
'285585', '유저', '받는분 전화번호입니다', '꽃/케익배달', '2016-10-05 09:00:00', '285585'
'285585', '문비서', '영동대로 429 세아빌딩까지만 확인이되어서요~<br><br>층수, 호수 등 상관없이 세아빌딩 에스엔에이시스템 심철식님으로 기재하면 될까요?', '꽃/케익배달', '2016-10-05 09:01:00', '285585'
'285585', '유저', '넵 도착해서 관리실에 여쭈어보면 됩니다.', '꽃/케익배달', '2016-10-05 09:02:00', '285585'
'285585', '유저', '아니면 핸폰으로 전화확인하셔도 됩니다.', '꽃/케익배달', '2016-10-05 09:02:00', '285585'
'285585', '문비서', '넵, 알겠습니다~<br><br>업체쪽에서 답변 오는대로 안내해드리겠습니다.', '꽃/케익배달', '2016-10-05 09:02:00', '285585'
'285585', '문비서', '사장님~<br>두번째 숯분재 금액 13만원이라고 합니다.<br><br>결제 도와드려도 될까요?', '꽃/케익배달', '2016-10-05 09:05:00', '285585'
'285585', '유저', '-동유럽여행팀일동-<br>이라고 변경해주시고 진행부탁드립니다^^;;;;;;', '꽃/케익배달', '2016-10-05 09:06:00', '285585'
'285585', '유저', '부부2호말구요..', '꽃/케익배달', '2016-10-05 09:06:00', '285585'
'285585', '문비서', '넵, 알겠습니다~', '꽃/케익배달', '2016-10-05 09:07:00', '285585'
'285585', '문비서', '아래 내용으로 신청해드리면 될까요?', '꽃/케익배달', '2016-10-05 09:09:00', '285585'
'285585', '문비서', '●주소(장소): 서울특별시 강남구 영동대로 429 세아빌딩 에스엔에이시스템<br>●연락처: 010-8740-7935<br>●성함: 심철식님<br>●문구: 레벨업 축하드립니다. 만렙!!!! -동유럽여행팀일동-', '꽃/케익배달', '2016-10-05 09:09:00', '285585'
'285585', '유저', '넵', '꽃/케익배달', '2016-10-05 09:12:00', '285585'
'285585', '문비서', '결제 등록해주신 신용카드 BC카드로 진행하겠습니다~', '꽃/케익배달', '2016-10-05 09:13:00', '285585'
'285585', '유저', '예치금으로안되나요??', '꽃/케익배달', '2016-10-05 09:14:00', '285585'
'285585', '문비서', '예치금으로 가능하세요~', '꽃/케익배달', '2016-10-05 09:14:00', '285585'
'285585', '유저', '그럼 사업자지출증빙이안되서요', '꽃/케익배달', '2016-10-05 09:14:00', '285585'
'285585', '유저', '카드로하면요', '꽃/케익배달', '2016-10-05 09:14:00', '285585'
'285585', '유저', '명의가 틀려서요', '꽃/케익배달', '2016-10-05 09:14:00', '285585'
'285585', '유저', '명의가 달라서요', '꽃/케익배달', '2016-10-05 09:15:00', '285585'
'285585', '문비서', '네, 예치금으로 처리하겠습니다~', '꽃/케익배달', '2016-10-05 09:15:00', '285585'
'285585', '문비서', '아래 내용으로 신청하겠습니다.<br><br>●주소(장소): 서울특별시 강남구 영동대로 429 세아빌딩 에스엔에이시스템<br>●연락처: 010-8740-7935<br>●성함: 심철식님<br>●리본문구 좌측: 레벨업 축하드립니다. 만렙!!!!<br>●리본문구 우측: -동유럽여행팀일동-', '꽃/케익배달', '2016-10-05 09:18:00', '285585'
'285585', '유저', '넵', '꽃/케익배달', '2016-10-05 09:19:00', '285585'
'285585', '문비서', '고객님의 예치금에서 130,000원을 인출하였습니다.', '꽃/케익배달', '2016-10-05 09:20:00', NULL
